Path,Line Coverage,Function Coverage,Region Coverage
src/openssl/crypto/x509v3/v3_skey.c,0.00% (0/54),0.00% (0/3),0.00% (0/57)
src/openssl/crypto/x509v3/v3_sxnet.c,0.00% (0/120),0.00% (0/8),0.00% (0/138)
src/openssl/crypto/x509v3/v3_utl.c,0.00% (0/868),0.00% (0/43),0.00% (0/974)
src/openssl/crypto/x509v3/v3err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/engines/ccgost/e_gost_err.c,44.00% (11/25),33.33% (1/3),41.67% (5/12)
src/openssl/engines/ccgost/gost2001.c,0.00% (0/353),0.00% (0/5),0.00% (0/336)
src/openssl/engines/ccgost/gost2001_keyx.c,0.00% (0/215),0.00% (0/4),0.00% (0/129)
src/openssl/engines/ccgost/gost89.c,0.00% (0/271),0.00% (0/18),0.00% (0/74)
src/openssl/engines/ccgost/gost94_keyx.c,0.00% (0/207),0.00% (0/5),0.00% (0/131)
src/openssl/engines/ccgost/gost_ameth.c,5.12% (41/801),2.56% (1/39),2.26% (11/486)
src/openssl/engines/ccgost/gost_crypt.c,0.00% (0/379),0.00% (0/20),0.00% (0/232)
src/openssl/engines/ccgost/gost_ctl.c,0.00% (0/44),0.00% (0/4),0.00% (0/42)
src/openssl/engines/ccgost/gost_eng.c,37.97% (71/187),60.00% (6/10),55.56% (80/144)
src/openssl/engines/ccgost/gost_keywrap.c,0.00% (0/49),0.00% (0/3),0.00% (0/15)
src/openssl/engines/ccgost/gost_md.c,0.00% (0/27),0.00% (0/5),0.00% (0/11)
src/openssl/engines/ccgost/gost_pmeth.c,10.17% (48/472),4.00% (1/25),3.19% (10/313)
src/openssl/engines/ccgost/gost_sign.c,0.00% (0/224),0.00% (0/10),0.00% (0/152)
src/openssl/engines/ccgost/gosthash.c,0.00% (0/166),0.00% (0/11),0.00% (0/56)
src/openssl/engines/e_4758cca.c,9.62% (56/582),25.00% (5/20),13.40% (43/321)
src/openssl/engines/e_4758cca_err.c,60.00% (15/25),66.67% (2/3),66.67% (8/12)
src/openssl/engines/e_aep.c,14.29% (64/448),12.50% (3/24),8.87% (29/327)
src/openssl/engines/e_aep_err.c,44.00% (11/25),33.33% (1/3),41.67% (5/12)
src/openssl/engines/e_atalla.c,23.81% (60/252),18.75% (3/16),17.79% (29/163)
src/openssl/engines/e_atalla_err.c,46.88% (15/32),33.33% (1/3),46.15% (6/13)
src/openssl/engines/e_chil.c,12.43% (88/708),17.86% (5/28),7.86% (44/560)
src/openssl/engines/e_chil_err.c,59.38% (19/32),66.67% (2/3),69.23% (9/13)
src/openssl/engines/e_cswift.c,11.83% (75/634),22.73% (5/22),9.23% (42/455)
src/openssl/engines/e_cswift_err.c,59.38% (19/32),66.67% (2/3),69.23% (9/13)
src/openssl/engines/e_nuron.c,35.29% (60/170),18.75% (3/16),27.88% (29/104)
src/openssl/engines/e_nuron_err.c,46.88% (15/32),33.33% (1/3),46.15% (6/13)
src/openssl/engines/e_padlock.c,100.00% (2/2),100.00% (1/1),100.00% (1/1)
src/openssl/engines/e_sureware.c,15.53% (102/657),18.18% (4/22),9.61% (47/489)
src/openssl/engines/e_sureware_err.c,59.38% (19/32),66.67% (2/3),69.23% (9/13)
src/openssl/engines/e_ubsec.c,10.09% (55/545),15.79% (3/19),9.24% (29/314)
src/openssl/engines/e_ubsec_err.c,46.88% (15/32),33.33% (1/3),46.15% (6/13)
src/openssl/include/openssl/asn1t.h,0.00% (0/28),0.00% (0/9),0.00% (0/18)
src/openssl/include/openssl/lhash.h,50.00% (7/14),50.00% (2/4),50.00% (2/4)
src/openssl/include/openssl/objects.h,0.00% (0/18),0.00% (0/4),0.00% (0/4)
src/openssl/include/openssl/pem.h,0.00% (0/36),0.00% (0/10),0.00% (0/10)
src/openssl/ssl/bio_ssl.c,0.00% (0/412),0.00% (0/13),0.00% (0/331)
src/openssl/ssl/d1_both.c,0.00% (0/867),0.00% (0/28),0.00% (0/723)
src/openssl/ssl/d1_clnt.c,0.00% (0/410),0.00% (0/3),0.00% (0/447)
src/openssl/ssl/d1_lib.c,0.00% (0/307),0.00% (0/20),0.00% (0/210)
src/openssl/ssl/d1_meth.c,0.00% (0/10),0.00% (0/1),0.00% (0/13)
src/openssl/ssl/d1_pkt.c,0.00% (0/934),0.00% (0/17),0.00% (0/912)
src/openssl/ssl/d1_srtp.c,0.00% (0/211),0.00% (0/10),0.00% (0/220)
src/openssl/ssl/d1_srvr.c,0.00% (0/486),0.00% (0/3),0.00% (0/557)
src/openssl/ssl/s23_clnt.c,0.00% (0/436),0.00% (0/6),0.00% (0/474)
src/openssl/ssl/s23_lib.c,0.00% (0/86),0.00% (0/8),0.00% (0/87)
src/openssl/ssl/s23_meth.c,0.00% (0/17),0.00% (0/1),0.00% (0/17)
src/openssl/ssl/s23_pkt.c,0.00% (0/40),0.00% (0/2),0.00% (0/22)
src/openssl/ssl/s23_srvr.c,0.00% (0/301),0.00% (0/3),0.00% (0/355)
src/openssl/ssl/s3_both.c,0.00% (0/446),0.00% (0/16),0.00% (0/435)
src/openssl/ssl/s3_cbc.c,0.00% (0/347),0.00% (0/9),0.00% (0/215)
src/openssl/ssl/s3_clnt.c,0.00% (0/2622),0.00% (0/20),0.00% (0/2670)
src/openssl/ssl/s3_enc.c,0.00% (0/630),0.00% (0/16),0.00% (0/577)
src/openssl/ssl/s3_lib.c,0.00% (0/1189),0.00% (0/27),0.00% (0/1021)
src/openssl/ssl/s3_meth.c,0.00% (0/6),0.00% (0/1),0.00% (0/5)
src/openssl/ssl/s3_pkt.c,0.00% (0/1003),0.00% (0/11),0.00% (0/1083)
src/openssl/ssl/s3_srvr.c,0.00% (0/2418),0.00% (0/16),0.00% (0/2464)
src/openssl/ssl/ssl_algs.c,100.00% (73/73),100.00% (1/1),100.00% (22/22)
src/openssl/ssl/ssl_asn1.c,0.00% (0/435),0.00% (0/2),0.00% (0/715)
src/openssl/ssl/ssl_cert.c,0.00% (0/831),0.00% (0/35),0.00% (0/902)
src/openssl/ssl/ssl_ciph.c,7.79% (89/1143),13.33% (4/30),8.36% (105/1256)
src/openssl/ssl/ssl_err.c,100.00% (8/8),100.00% (1/1),100.00% (3/3)
src/openssl/ssl/ssl_err2.c,100.00% (6/6),100.00% (1/1),100.00% (1/1)
src/openssl/ssl/ssl_lib.c,0.18% (4/2198),0.58% (1/171),0.10% (2/2003)
src/openssl/ssl/ssl_locl.h,0.00% (0/136),0.00% (0/4),0.00% (0/6)
src/openssl/ssl/ssl_rsa.c,0.00% (0/737),0.00% (0/27),0.00% (0/640)
src/openssl/ssl/ssl_sess.c,0.00% (0/743),0.00% (0/46),0.00% (0/656)
src/openssl/ssl/ssl_stat.c,0.00% (0/715),0.00% (0/8),0.00% (0/637)
src/openssl/ssl/t1_clnt.c,0.00% (0/9),0.00% (0/1),0.00% (0/13)
src/openssl/ssl/t1_enc.c,0.00% (0/798),0.00% (0/12),0.00% (0/780)
src/openssl/ssl/t1_ext.c,0.00% (0/160),0.00% (0/11),0.00% (0/139)
src/openssl/ssl/t1_lib.c,0.00% (0/2647),0.00% (0/61),0.00% (0/2727)
src/openssl/ssl/t1_meth.c,0.00% (0/9),0.00% (0/1),0.00% (0/13)
src/openssl/ssl/t1_reneg.c,0.00% (0/112),0.00% (0/4),0.00% (0/84)
src/openssl/ssl/t1_srvr.c,0.00% (0/9),0.00% (0/1),0.00% (0/13)
src/openssl/ssl/tls_srp.c,0.00% (0/378),0.00% (0/22),0.00% (0/260)
src/zlib/adler32.c,0.00% (0/79),0.00% (0/5),0.00% (0/140)
src/zlib/crc32.c,0.00% (0/130),0.00% (0/10),0.00% (0/106)
src/zlib/inffast.c,0.00% (0/213),0.00% (0/1),0.00% (0/84)
src/zlib/inflate.c,0.00% (0/956),0.00% (0/22),0.00% (0/1170)
src/zlib/inftrees.c,0.00% (0/162),0.00% (0/1),0.00% (0/109)
src/zlib/zutil.c,0.00% (0/46),0.00% (0/5),0.00% (0/30)
Totals,7.12% (11585/162767),11.32% (765/6759),6.39% (9235/144525)
